Benchmarks of simstr, version 1.8.1
Sources: https://github.com/orefkov/simstr
Results: https://orefkov.github.io/simstr/results.html
Compiler MSVC 19.44.35213.0
2026-03-22T13:57:22+03:00
Running benchStr.exe
Run on (32 X 2494 MHz CPU s)
CPU Caches:
  L1 Data 32 KiB (x16)
  L1 Instruction 32 KiB (x16)
  L2 Unified 256 KiB (x16)
  L3 Unified 40960 KiB (x1)
--------------------------------------------------------------------------------------------------------------------------------------------------------
Benchmark                                                                                                              Time             CPU   Iterations
Concat std::string by std to std::string_median                                                                     55.4 ns         54.9 ns            4
Concat std::string by std to std::string_stddev                                                                     1.50 ns         1.16 ns            4
Concat std::string by std to std::string_cv                                                                         2.71 %          2.09 %             4
Concat std::string by StrExpr to std::string_mean                                                                   77.4 ns         77.6 ns            4
Concat std::string by StrExpr to std::string_median                                                                 77.4 ns         77.6 ns            4
Concat std::string by StrExpr to std::string_stddev                                                                0.605 ns         1.01 ns            4
Concat std::string by StrExpr to std::string_cv                                                                     0.78 %          1.30 %             4
Concat stringa by StrExpr to stringa_mean                                                                           52.2 ns         51.6 ns            4
Concat stringa by StrExpr to stringa_median                                                                         52.4 ns         51.6 ns            4
Concat stringa by StrExpr to stringa_stddev                                                                        0.927 ns         1.28 ns            4
Concat stringa by StrExpr to stringa_cv                                                                             1.77 %          2.47 %             4
-----  Find three concatenated string in string_view -----/repeats:1                                               0.000 ns        0.000 ns   1000000000000
Find concat three std::string_mean                                                                                   230 ns          229 ns            4
Find concat three std::string_median                                                                                 229 ns          228 ns            4
Find concat three std::string_stddev                                                                                3.20 ns         5.01 ns            4
Find concat three std::string_cv                                                                                    1.39 %          2.19 %             4
Find concat three strexpr_mean                                                                                       138 ns          134 ns            4
Find concat three strexpr_median                                                                                     127 ns          127 ns            4
Find concat three strexpr_stddev                                                                                    22.1 ns         15.2 ns            4
Find concat three strexpr_cv                                                                                       16.06 %         11.36 %             4
Find concat three simstr_mean                                                                                       28.3 ns         28.2 ns            4
Find concat three simstr_median                                                                                     28.3 ns         28.2 ns            4
Find concat three simstr_stddev                                                                                    0.625 ns        0.342 ns            4
Find concat three simstr_cv                                                                                         2.21 %          1.22 %             4
Find concat three stringzilla string_mean                                                                            232 ns          231 ns            4
Find concat three stringzilla string_median                                                                          231 ns          229 ns            4
Find concat three stringzilla string_stddev                                                                         4.72 ns         2.44 ns            4
Find concat three stringzilla string_cv                                                                             2.03 %          1.06 %             4
-----  Build Type Name ---------/repeats:1                                                                         0.000 ns        0.000 ns   1000000000000
BuildTypeNameStr 0/0_mean                                                                                           17.8 ns         17.8 ns            4
BuildTypeNameStr 0/0_median                                                                                         17.9 ns         18.0 ns            4
BuildTypeNameStr 0/0_stddev                                                                                        0.258 ns        0.419 ns            4
BuildTypeNameStr 0/0_cv                                                                                             1.45 %          2.35 %             4
BuildTypeNameExp 0/0_mean                                                                                           14.4 ns         14.4 ns            4
BuildTypeNameExp 0/0_median                                                                                         14.4 ns         14.4 ns            4
BuildTypeNameExp 0/0_stddev                                                                                        0.177 ns        0.256 ns            4
BuildTypeNameExp 0/0_cv                                                                                             1.23 %          1.77 %             4
BuildTypeNameSim 0/0_mean                                                                                           15.4 ns         15.3 ns            4
BuildTypeNameSim 0/0_median                                                                                         15.3 ns         15.2 ns            4
BuildTypeNameSim 0/0_stddev                                                                                        0.562 ns        0.596 ns            4
BuildTypeNameSim 0/0_cv                                                                                             3.66 %          3.90 %             4
BuildTypeNameStr 10/10_mean                                                                                         80.1 ns         80.0 ns            4
BuildTypeNameStr 10/10_median                                                                                       79.7 ns         80.6 ns            4
BuildTypeNameStr 10/10_stddev                                                                                       1.34 ns         2.00 ns            4
BuildTypeNameStr 10/10_cv                                                                                           1.67 %          2.50 %             4
BuildTypeNameExp 10/10_mean                                                                                         39.4 ns         39.6 ns            4
BuildTypeNameExp 10/10_median                                                                                       39.3 ns         39.3 ns            4
BuildTypeNameExp 10/10_stddev                                                                                      0.579 ns        0.419 ns            4
BuildTypeNameExp 10/10_cv                                                                                           1.47 %          1.06 %             4
BuildTypeNameSim 10/10_mean                                                                                         38.8 ns         38.6 ns            4
BuildTypeNameSim 10/10_median                                                                                       38.9 ns         38.4 ns            4
BuildTypeNameSim 10/10_stddev                                                                                      0.643 ns        0.436 ns            4
BuildTypeNameSim 10/10_cv                                                                                           1.66 %          1.13 %             4
-----  Replace string by copy -----/repeats:1                                                                      0.000 ns        0.000 ns   1000000000000
Concat with replace str_mean                                                                                         352 ns          351 ns            4
Concat with replace str_median                                                                                       353 ns          353 ns            4
Concat with replace str_stddev                                                                                      8.02 ns         10.1 ns            4
Concat with replace str_cv                                                                                          2.28 %          2.88 %             4
Concat with replace exp_mean                                                                                         222 ns          222 ns            4
Concat with replace exp_median                                                                                       222 ns          222 ns            4
Concat with replace exp_stddev                                                                                      3.00 ns         3.02 ns            4
Concat with replace exp_cv                                                                                          1.35 %          1.36 %             4
-----  Create Empty Str ---------/repeats:1                                                                        0.000 ns        0.000 ns   1000000000000
std::string e;_mean                                                                                                 2.58 ns         2.58 ns            4
std::string e;_median                                                                                               2.58 ns         2.57 ns            4
std::string e;_stddev                                                                                              0.033 ns        0.028 ns            4
std::string e;_cv                                                                                                   1.28 %          1.08 %             4
std::string_view e;_mean                                                                                            1.84 ns         1.84 ns            4
std::string_view e;_median                                                                                          1.85 ns         1.84 ns            4
std::string_view e;_stddev                                                                                         0.022 ns        0.034 ns            4
std::string_view e;_cv                                                                                              1.20 %          1.86 %             4
ssa e;_mean                                                                                                         1.86 ns         1.84 ns            4
ssa e;_median                                                                                                       1.86 ns         1.84 ns            4
ssa e;_stddev                                                                                                      0.010 ns        0.034 ns            4
ssa e;_cv                                                                                                           0.53 %          1.86 %             4
stringa e;_mean                                                                                                     2.22 ns         2.22 ns            4
stringa e;_median                                                                                                   2.22 ns         2.22 ns            4
stringa e;_stddev                                                                                                  0.020 ns        0.000 ns            4
stringa e;_cv                                                                                                       0.92 %          0.00 %             4
lstringa<20> e;_mean                                                                                                2.55 ns         2.55 ns            4
lstringa<20> e;_median                                                                                              2.55 ns         2.55 ns            4
lstringa<20> e;_stddev                                                                                             0.035 ns        0.048 ns            4
lstringa<20> e;_cv                                                                                                  1.39 %          1.90 %             4
lstringa<40> e;_mean                                                                                                2.57 ns         2.55 ns            4
lstringa<40> e;_median                                                                                              2.57 ns         2.57 ns            4
lstringa<40> e;_stddev                                                                                             0.038 ns        0.028 ns            4
lstringa<40> e;_cv                                                                                                  1.48 %          1.09 %             4
-----  Create Str from short literal (9 symbols) --------/repeats:1                                                0.000 ns        0.000 ns   1000000000000
std::string e      = "Test text";_mean                                                                              2.57 ns         2.57 ns            4
std::string e      = "Test text";_median                                                                            2.57 ns         2.57 ns            4
std::string e      = "Test text";_stddev                                                                           0.053 ns        0.046 ns            4
std::string e      = "Test text";_cv                                                                                2.07 %          1.77 %             4
std::string_view e = "Test text";_mean                                                                              1.84 ns         1.84 ns            4
std::string_view e = "Test text";_median                                                                            1.84 ns         1.84 ns            4
std::string_view e = "Test text";_stddev                                                                           0.022 ns        0.034 ns            4
std::string_view e = "Test text";_cv                                                                                1.22 %          1.86 %             4
ssa e              = "Test text";_mean                                                                              1.84 ns         1.84 ns            4
ssa e              = "Test text";_median                                                                            1.84 ns         1.84 ns            4
ssa e              = "Test text";_stddev                                                                           0.010 ns        0.000 ns            4
ssa e              = "Test text";_cv                                                                                0.55 %          0.00 %             4
stringa e          = "Test text";_mean                                                                              2.57 ns         2.55 ns            4
stringa e          = "Test text";_median                                                                            2.57 ns         2.55 ns            4
stringa e          = "Test text";_stddev                                                                           0.026 ns        0.048 ns            4
stringa e          = "Test text";_cv                                                                                1.01 %          1.90 %             4
lstringa<20> e     = "Test text";_mean                                                                              2.60 ns         2.61 ns            4
lstringa<20> e     = "Test text";_median                                                                            2.59 ns         2.62 ns            4
lstringa<20> e     = "Test text";_stddev                                                                           0.045 ns        0.028 ns            4
lstringa<20> e     = "Test text";_cv                                                                                1.73 %          1.07 %             4
lstringa<40> e     = "Test text";_mean                                                                              2.58 ns         2.55 ns            4
lstringa<40> e     = "Test text";_median                                                                            2.60 ns         2.55 ns            4
lstringa<40> e     = "Test text";_stddev                                                                           0.034 ns        0.048 ns            4
lstringa<40> e     = "Test text";_cv                                                                                1.33 %          1.90 %             4
-----  Create Str from long literal (30 symbols) ---------/repeats:1                                               0.000 ns        0.000 ns   1000000000000
std::string e      = "123456789012345678901234567890";_mean                                                         79.3 ns         79.3 ns            4
std::string e      = "123456789012345678901234567890";_median                                                       78.4 ns         78.5 ns            4
std::string e      = "123456789012345678901234567890";_stddev                                                       2.83 ns         3.02 ns            4
std::string e      = "123456789012345678901234567890";_cv                                                           3.57 %          3.81 %             4
std::string_view e = "123456789012345678901234567890";_mean                                                         1.86 ns         1.85 ns            4
std::string_view e = "123456789012345678901234567890";_median                                                       1.86 ns         1.84 ns            4
std::string_view e = "123456789012345678901234567890";_stddev                                                      0.015 ns        0.021 ns            4
std::string_view e = "123456789012345678901234567890";_cv                                                           0.80 %          1.13 %             4
ssa e              = "123456789012345678901234567890";_mean                                                         1.86 ns         1.85 ns            4
ssa e              = "123456789012345678901234567890";_median                                                       1.83 ns         1.84 ns            4
ssa e              = "123456789012345678901234567890";_stddev                                                      0.065 ns        0.086 ns            4
ssa e              = "123456789012345678901234567890";_cv                                                           3.49 %          4.66 %             4
stringa e          = "123456789012345678901234567890";_mean                                                         2.24 ns         2.22 ns            4
stringa e          = "123456789012345678901234567890";_median                                                       2.24 ns         2.20 ns            4
stringa e          = "123456789012345678901234567890";_stddev                                                      0.026 ns        0.049 ns            4
stringa e          = "123456789012345678901234567890";_cv                                                           1.18 %          2.20 %             4
lstringa<20> e     = "123456789012345678901234567890";_mean                                                         72.7 ns         72.8 ns            4
lstringa<20> e     = "123456789012345678901234567890";_median                                                       73.0 ns         73.2 ns            4
lstringa<20> e     = "123456789012345678901234567890";_stddev                                                      0.990 ns        0.872 ns            4
lstringa<20> e     = "123456789012345678901234567890";_cv                                                           1.36 %          1.20 %             4
lstringa<40> e     = "123456789012345678901234567890";_mean                                                         3.32 ns         3.33 ns            4
lstringa<40> e     = "123456789012345678901234567890";_median                                                       3.31 ns         3.30 ns            4
lstringa<40> e     = "123456789012345678901234567890";_stddev                                                      0.085 ns        0.073 ns            4
lstringa<40> e     = "123456789012345678901234567890";_cv                                                           2.56 %          2.20 %             4
-----  Create copy of Str with 9 symbols ---------/repeats:1                                                       0.000 ns        0.000 ns   1000000000000
std::string e      = "Test text"; auto c{e};_mean                                                                   5.40 ns         5.41 ns            4
std::string e      = "Test text"; auto c{e};_median                                                                 5.39 ns         5.44 ns            4
std::string e      = "Test text"; auto c{e};_stddev                                                                0.067 ns        0.070 ns            4
std::string e      = "Test text"; auto c{e};_cv                                                                     1.24 %          1.29 %             4
std::string_view e = "Test text"; auto c{e};_mean                                                                   2.95 ns         2.90 ns            4
std::string_view e = "Test text"; auto c{e};_median                                                                 2.96 ns         2.92 ns            4
std::string_view e = "Test text"; auto c{e};_stddev                                                                0.021 ns        0.083 ns            4
std::string_view e = "Test text"; auto c{e};_cv                                                                     0.72 %          2.88 %             4
ssa e              = "Test text"; auto c{e};_mean                                                                   2.95 ns         2.95 ns            4
ssa e              = "Test text"; auto c{e};_median                                                                 2.95 ns         2.92 ns            4
ssa e              = "Test text"; auto c{e};_stddev                                                                0.058 ns        0.066 ns            4
ssa e              = "Test text"; auto c{e};_cv                                                                     1.98 %          2.25 %             4
stringa e          = "Test text"; auto c{e};_mean                                                                   4.12 ns         4.10 ns            4
stringa e          = "Test text"; auto c{e};_median                                                                 4.11 ns         4.08 ns            4
stringa e          = "Test text"; auto c{e};_stddev                                                                0.046 ns        0.045 ns            4
stringa e          = "Test text"; auto c{e};_cv                                                                     1.12 %          1.10 %             4
lstringa<20> e     = "Test text"; auto c{e};_mean                                                                   4.78 ns         4.74 ns            4
lstringa<20> e     = "Test text"; auto c{e};_median                                                                 4.76 ns         4.74 ns            4
lstringa<20> e     = "Test text"; auto c{e};_stddev                                                                0.071 ns        0.114 ns            4
lstringa<20> e     = "Test text"; auto c{e};_cv                                                                     1.48 %          2.40 %             4
lstringa<40> e     = "Test text"; auto c{e};_mean                                                                   5.49 ns         5.48 ns            4
lstringa<40> e     = "Test text"; auto c{e};_median                                                                 5.49 ns         5.44 ns            4
lstringa<40> e     = "Test text"; auto c{e};_stddev                                                                0.036 ns        0.070 ns            4
lstringa<40> e     = "Test text"; auto c{e};_cv                                                                     0.66 %          1.27 %             4
-----  Create copy of Str with 30 symbols ---------/repeats:1                                                      0.000 ns        0.000 ns   1000000000000
std::string e      = "123456789012345678901234567890"; auto c{e};_mean                                              78.8 ns         78.5 ns            4
std::string e      = "123456789012345678901234567890"; auto c{e};_median                                            78.5 ns         78.5 ns            4
std::string e      = "123456789012345678901234567890"; auto c{e};_stddev                                            2.38 ns         3.18 ns            4
std::string e      = "123456789012345678901234567890"; auto c{e};_cv                                                3.03 %          4.06 %             4
std::string_view e = "123456789012345678901234567890"; auto c{e};_mean                                              1.50 ns         1.49 ns            4
std::string_view e = "123456789012345678901234567890"; auto c{e};_median                                            1.50 ns         1.49 ns            4
std::string_view e = "123456789012345678901234567890"; auto c{e};_stddev                                           0.015 ns        0.018 ns            4
std::string_view e = "123456789012345678901234567890"; auto c{e};_cv                                                0.99 %          1.22 %             4
ssa e              = "123456789012345678901234567890"; auto c{e};_mean                                              1.47 ns         1.47 ns            4
ssa e              = "123456789012345678901234567890"; auto c{e};_median                                            1.46 ns         1.46 ns            4
ssa e              = "123456789012345678901234567890"; auto c{e};_stddev                                           0.019 ns        0.030 ns            4
ssa e              = "123456789012345678901234567890"; auto c{e};_cv                                                1.30 %          2.05 %             4
stringa e          = "123456789012345678901234567890"; auto c{e};_mean                                              2.98 ns         2.97 ns            4
stringa e          = "123456789012345678901234567890"; auto c{e};_median                                            3.00 ns         2.95 ns            4
stringa e          = "123456789012345678901234567890"; auto c{e};_stddev                                           0.039 ns        0.031 ns            4
stringa e          = "123456789012345678901234567890"; auto c{e};_cv                                                1.31 %          1.06 %             4
lstringa<20> e     = "123456789012345678901234567890"; auto c{e};_mean                                              82.9 ns         82.4 ns            4
lstringa<20> e     = "123456789012345678901234567890"; auto c{e};_median                                            83.1 ns         82.8 ns            4
lstringa<20> e     = "123456789012345678901234567890"; auto c{e};_stddev                                           0.866 ns         1.67 ns            4
lstringa<20> e     = "123456789012345678901234567890"; auto c{e};_cv                                                1.04 %          2.03 %             4
lstringa<40> e     = "123456789012345678901234567890"; auto c{e};_mean                                              7.41 ns         7.39 ns            4
lstringa<40> e     = "123456789012345678901234567890"; auto c{e};_median                                            7.38 ns         7.39 ns            4
lstringa<40> e     = "123456789012345678901234567890"; auto c{e};_stddev                                           0.131 ns        0.114 ns            4
lstringa<40> e     = "123456789012345678901234567890"; auto c{e};_cv                                                1.77 %          1.54 %             4
-----  Find 9 symbols text in end of 99 symbols text ---------/repeats:1                                           0.000 ns        0.000 ns   1000000000000
sz::string::find;_mean                                                                                               117 ns          117 ns            4
sz::string::find;_median                                                                                             117 ns          117 ns            4
sz::string::find;_stddev                                                                                           0.763 ns         1.99 ns            4
sz::string::find;_cv                                                                                                0.65 %          1.70 %             4
std::string::find;_mean                                                                                             40.3 ns         40.1 ns            4
std::string::find;_median                                                                                           40.2 ns         39.9 ns            4
std::string::find;_stddev                                                                                          0.623 ns        0.453 ns            4
std::string::find;_cv                                                                                               1.54 %          1.13 %             4
std::string_view::find;_mean                                                                                        39.8 ns         39.5 ns            4
std::string_view::find;_median                                                                                      39.8 ns         39.7 ns            4
std::string_view::find;_stddev                                                                                     0.318 ns        0.835 ns            4
std::string_view::find;_cv                                                                                          0.80 %          2.12 %             4
ssa::find;_mean                                                                                                     21.9 ns         21.9 ns            4
ssa::find;_median                                                                                                   21.9 ns         22.0 ns            4
ssa::find;_stddev                                                                                                  0.213 ns        0.244 ns            4
ssa::find;_cv                                                                                                       0.97 %          1.12 %             4
stringa::find;_mean                                                                                                 29.4 ns         29.0 ns            4
stringa::find;_median                                                                                               29.5 ns         29.5 ns            4
stringa::find;_stddev                                                                                              0.245 ns         1.25 ns            4
stringa::find;_cv                                                                                                   0.83 %          4.33 %             4
lstringa<20>::find;_mean                                                                                            24.4 ns         23.9 ns            4
lstringa<20>::find;_median                                                                                          23.4 ns         22.5 ns            4
lstringa<20>::find;_stddev                                                                                          3.47 ns         3.63 ns            4
lstringa<20>::find;_cv                                                                                             14.22 %         15.18 %             4
lstringa<40>::find;_mean                                                                                            23.1 ns         23.0 ns            4
lstringa<40>::find;_median                                                                                          23.0 ns         22.8 ns            4
lstringa<40>::find;_stddev                                                                                         0.931 ns        0.740 ns            4
lstringa<40>::find;_cv                                                                                              4.04 %          3.21 %             4
-------  Copy not literal Str with N symbols ---------/repeats:1                                                   0.000 ns        0.000 ns   1000000000000
std::string copy{str_with_len_N};/15_mean                                                                           5.18 ns         5.20 ns            4
std::string copy{str_with_len_N};/15_median                                                                         5.13 ns         5.16 ns            4
std::string copy{str_with_len_N};/15_stddev                                                                        0.143 ns        0.078 ns            4
std::string copy{str_with_len_N};/15_cv                                                                             2.76 %          1.50 %             4
std::string copy{str_with_len_N};/16_mean                                                                           83.5 ns         83.7 ns            4
