Benchmarks of simstr, version 1.7.2
Sources: https://github.com/orefkov/simstr
Results: https://orefkov.github.io/simstr/results.html
Compiler Clang 22.0.0, use libc++
2026-02-27T22:45:08+03:00
Running ./benchStr
Run on (32 X 2494.22 MHz CPU s)
CPU Caches:
  L1 Data 32 KiB (x16)
  L1 Instruction 32 KiB (x16)
  L2 Unified 256 KiB (x16)
  L3 Unified 40960 KiB (x1)
Load Average: 0.03, 0.45, 0.43
***WARNING*** ASLR is enabled, the results may have unreproducible noise in them.
--------------------------------------------------------------------------------------------------------------------------------------------------------
Benchmark                                                                                                              Time             CPU   Iterations
-----  Concatenate string + "Literal" ---------/repeats:1                                                          0.000 ns        0.000 ns   1000000000000
Concat std::string by std to std::string_mean                                                                       34.0 ns         34.0 ns            4
Concat std::string by std to std::string_median                                                                     34.1 ns         34.1 ns            4
Concat std::string by std to std::string_stddev                                                                    0.814 ns        0.814 ns            4
Concat std::string by std to std::string_cv                                                                         2.39 %          2.39 %             4
Concat std::string by StrExpr to std::string_mean                                                                   36.0 ns         36.0 ns            4
Concat std::string by StrExpr to std::string_median                                                                 35.9 ns         35.9 ns            4
Concat std::string by StrExpr to std::string_stddev                                                                 1.27 ns         1.27 ns            4
Concat std::string by StrExpr to std::string_cv                                                                     3.52 %          3.52 %             4
Concat stringa by StrExpr to stringa_mean                                                                           29.4 ns         29.4 ns            4
Concat stringa by StrExpr to stringa_median                                                                         29.3 ns         29.3 ns            4
Concat stringa by StrExpr to stringa_stddev                                                                        0.424 ns        0.424 ns            4
Concat stringa by StrExpr to stringa_cv                                                                             1.44 %          1.44 %             4
-----  Find three concatenated string in string_view -----/repeats:1                                               0.000 ns        0.000 ns   1000000000000
Find concat three std::string_mean                                                                                  90.6 ns         90.6 ns            4
Find concat three std::string_median                                                                                89.4 ns         89.4 ns            4
Find concat three std::string_stddev                                                                                3.87 ns         3.87 ns            4
Find concat three std::string_cv                                                                                    4.28 %          4.28 %             4
Find concat three strexpr_mean                                                                                      43.1 ns         43.1 ns            4
Find concat three strexpr_median                                                                                    43.0 ns         43.0 ns            4
Find concat three strexpr_stddev                                                                                    1.13 ns         1.13 ns            4
Find concat three strexpr_cv                                                                                        2.62 %          2.62 %             4
Find concat three simstr_mean                                                                                       16.6 ns         16.6 ns            4
Find concat three simstr_median                                                                                     16.5 ns         16.5 ns            4
Find concat three simstr_stddev                                                                                    0.696 ns        0.696 ns            4
Find concat three simstr_cv                                                                                         4.20 %          4.20 %             4
Find concat three stringzilla string_mean                                                                            135 ns          135 ns            4
Find concat three stringzilla string_median                                                                          134 ns          134 ns            4
Find concat three stringzilla string_stddev                                                                         4.57 ns         4.57 ns            4
Find concat three stringzilla string_cv                                                                             3.39 %          3.39 %             4
-----  Build Type Name ---------/repeats:1                                                                         0.000 ns        0.000 ns   1000000000000
BuildTypeNameStr 0/0_mean                                                                                           6.79 ns         6.79 ns            4
BuildTypeNameStr 0/0_median                                                                                         6.77 ns         6.77 ns            4
BuildTypeNameStr 0/0_stddev                                                                                        0.070 ns        0.070 ns            4
BuildTypeNameStr 0/0_cv                                                                                             1.04 %          1.04 %             4
BuildTypeNameExp 0/0_mean                                                                                           5.99 ns         5.99 ns            4
BuildTypeNameExp 0/0_median                                                                                         5.99 ns         5.99 ns            4
BuildTypeNameExp 0/0_stddev                                                                                        0.136 ns        0.136 ns            4
BuildTypeNameExp 0/0_cv                                                                                             2.28 %          2.28 %             4
BuildTypeNameSim 0/0_mean                                                                                           4.28 ns         4.28 ns            4
BuildTypeNameSim 0/0_median                                                                                         4.27 ns         4.27 ns            4
BuildTypeNameSim 0/0_stddev                                                                                        0.141 ns        0.141 ns            4
BuildTypeNameSim 0/0_cv                                                                                             3.29 %          3.29 %             4
BuildTypeNameStr 10/10_mean                                                                                         88.9 ns         88.9 ns            4
BuildTypeNameStr 10/10_median                                                                                       88.9 ns         88.9 ns            4
BuildTypeNameStr 10/10_stddev                                                                                       2.17 ns         2.17 ns            4
BuildTypeNameStr 10/10_cv                                                                                           2.44 %          2.44 %             4
BuildTypeNameExp 10/10_mean                                                                                         38.8 ns         38.8 ns            4
BuildTypeNameExp 10/10_median                                                                                       38.5 ns         38.5 ns            4
BuildTypeNameExp 10/10_stddev                                                                                      0.836 ns        0.836 ns            4
BuildTypeNameExp 10/10_cv                                                                                           2.15 %          2.15 %             4
BuildTypeNameSim 10/10_mean                                                                                         23.5 ns         23.5 ns            4
BuildTypeNameSim 10/10_median                                                                                       23.4 ns         23.4 ns            4
BuildTypeNameSim 10/10_stddev                                                                                      0.549 ns        0.549 ns            4
BuildTypeNameSim 10/10_cv                                                                                           2.34 %          2.34 %             4
-----  Replace string by copy -----/repeats:1                                                                      0.000 ns        0.000 ns   1000000000000
Concat with replace str_mean                                                                                         233 ns          233 ns            4
Concat with replace str_median                                                                                       233 ns          233 ns            4
Concat with replace str_stddev                                                                                      1.09 ns         1.09 ns            4
Concat with replace str_cv                                                                                          0.47 %          0.47 %             4
Concat with replace exp_mean                                                                                         140 ns          140 ns            4
Concat with replace exp_median                                                                                       139 ns          139 ns            4
Concat with replace exp_stddev                                                                                      4.92 ns         4.92 ns            4
Concat with replace exp_cv                                                                                          3.51 %          3.51 %             4
-----  Create Empty Str ---------/repeats:1                                                                        0.000 ns        0.000 ns   1000000000000
std::string e;_mean                                                                                                0.742 ns        0.742 ns            4
std::string e;_median                                                                                              0.738 ns        0.738 ns            4
std::string e;_stddev                                                                                              0.013 ns        0.013 ns            4
std::string e;_cv                                                                                                   1.70 %          1.70 %             4
std::string_view e;_mean                                                                                           0.373 ns        0.373 ns            4
std::string_view e;_median                                                                                         0.372 ns        0.372 ns            4
std::string_view e;_stddev                                                                                         0.009 ns        0.009 ns            4
std::string_view e;_cv                                                                                              2.50 %          2.50 %             4
ssa e;_mean                                                                                                        0.375 ns        0.375 ns            4
ssa e;_median                                                                                                      0.374 ns        0.374 ns            4
ssa e;_stddev                                                                                                      0.010 ns        0.010 ns            4
ssa e;_cv                                                                                                           2.55 %          2.55 %             4
stringa e;_mean                                                                                                    0.763 ns        0.763 ns            4
stringa e;_median                                                                                                  0.771 ns        0.771 ns            4
stringa e;_stddev                                                                                                  0.022 ns        0.022 ns            4
stringa e;_cv                                                                                                       2.83 %          2.83 %             4
lstringa<20> e;_mean                                                                                                1.10 ns         1.10 ns            4
lstringa<20> e;_median                                                                                              1.10 ns         1.10 ns            4
lstringa<20> e;_stddev                                                                                             0.009 ns        0.009 ns            4
lstringa<20> e;_cv                                                                                                  0.79 %          0.79 %             4
lstringa<40> e;_mean                                                                                                1.10 ns         1.10 ns            4
lstringa<40> e;_median                                                                                              1.10 ns         1.10 ns            4
lstringa<40> e;_stddev                                                                                             0.015 ns        0.015 ns            4
lstringa<40> e;_cv                                                                                                  1.38 %          1.38 %             4
-----  Create Str from short literal (9 symbols) --------/repeats:1                                                0.000 ns        0.000 ns   1000000000000
std::string e      = "Test text";_mean                                                                              1.46 ns         1.46 ns            4
std::string e      = "Test text";_median                                                                            1.46 ns         1.46 ns            4
std::string e      = "Test text";_stddev                                                                           0.009 ns        0.009 ns            4
std::string e      = "Test text";_cv                                                                                0.61 %          0.61 %             4
std::string_view e = "Test text";_mean                                                                             0.741 ns        0.741 ns            4
std::string_view e = "Test text";_median                                                                           0.737 ns        0.737 ns            4
std::string_view e = "Test text";_stddev                                                                           0.020 ns        0.020 ns            4
std::string_view e = "Test text";_cv                                                                                2.73 %          2.73 %             4
ssa e              = "Test text";_mean                                                                             0.370 ns        0.370 ns            4
ssa e              = "Test text";_median                                                                           0.370 ns        0.370 ns            4
ssa e              = "Test text";_stddev                                                                           0.006 ns        0.006 ns            4
ssa e              = "Test text";_cv                                                                                1.66 %          1.66 %             4
stringa e          = "Test text";_mean                                                                              1.12 ns         1.12 ns            4
stringa e          = "Test text";_median                                                                            1.11 ns         1.11 ns            4
stringa e          = "Test text";_stddev                                                                           0.023 ns        0.023 ns            4
stringa e          = "Test text";_cv                                                                                2.09 %          2.09 %             4
lstringa<20> e     = "Test text";_mean                                                                              1.86 ns         1.86 ns            4
lstringa<20> e     = "Test text";_median                                                                            1.84 ns         1.84 ns            4
lstringa<20> e     = "Test text";_stddev                                                                           0.053 ns        0.053 ns            4
lstringa<20> e     = "Test text";_cv                                                                                2.83 %          2.83 %             4
lstringa<40> e     = "Test text";_mean                                                                              1.87 ns         1.87 ns            4
lstringa<40> e     = "Test text";_median                                                                            1.87 ns         1.87 ns            4
lstringa<40> e     = "Test text";_stddev                                                                           0.045 ns        0.045 ns            4
lstringa<40> e     = "Test text";_cv                                                                                2.42 %          2.42 %             4
-----  Create Str from long literal (30 symbols) ---------/repeats:1                                               0.000 ns        0.000 ns   1000000000000
std::string e      = "123456789012345678901234567890";_mean                                                         18.8 ns         18.8 ns            4
std::string e      = "123456789012345678901234567890";_median                                                       18.8 ns         18.8 ns            4
std::string e      = "123456789012345678901234567890";_stddev                                                      0.184 ns        0.184 ns            4
std::string e      = "123456789012345678901234567890";_cv                                                           0.97 %          0.97 %             4
std::string_view e = "123456789012345678901234567890";_mean                                                        0.732 ns        0.732 ns            4
std::string_view e = "123456789012345678901234567890";_median                                                      0.733 ns        0.733 ns            4
std::string_view e = "123456789012345678901234567890";_stddev                                                      0.005 ns        0.005 ns            4
std::string_view e = "123456789012345678901234567890";_cv                                                           0.68 %          0.68 %             4
ssa e              = "123456789012345678901234567890";_mean                                                        0.371 ns        0.371 ns            4
ssa e              = "123456789012345678901234567890";_median                                                      0.370 ns        0.370 ns            4
ssa e              = "123456789012345678901234567890";_stddev                                                      0.006 ns        0.006 ns            4
ssa e              = "123456789012345678901234567890";_cv                                                           1.69 %          1.69 %             4
stringa e          = "123456789012345678901234567890";_mean                                                         1.11 ns         1.11 ns            4
stringa e          = "123456789012345678901234567890";_median                                                       1.09 ns         1.09 ns            4
stringa e          = "123456789012345678901234567890";_stddev                                                      0.039 ns        0.039 ns            4
stringa e          = "123456789012345678901234567890";_cv                                                           3.56 %          3.56 %             4
lstringa<20> e     = "123456789012345678901234567890";_mean                                                         19.2 ns         19.2 ns            4
lstringa<20> e     = "123456789012345678901234567890";_median                                                       19.1 ns         19.1 ns            4
lstringa<20> e     = "123456789012345678901234567890";_stddev                                                      0.311 ns        0.311 ns            4
lstringa<20> e     = "123456789012345678901234567890";_cv                                                           1.62 %          1.62 %             4
lstringa<40> e     = "123456789012345678901234567890";_mean                                                         1.84 ns         1.84 ns            4
lstringa<40> e     = "123456789012345678901234567890";_median                                                       1.84 ns         1.84 ns            4
lstringa<40> e     = "123456789012345678901234567890";_stddev                                                      0.031 ns        0.031 ns            4
lstringa<40> e     = "123456789012345678901234567890";_cv                                                           1.69 %          1.69 %             4
-----  Create copy of Str with 9 symbols ---------/repeats:1                                                       0.000 ns        0.000 ns   1000000000000
std::string e      = "Test text"; auto c{e};_mean                                                                   1.12 ns         1.12 ns            4
std::string e      = "Test text"; auto c{e};_median                                                                 1.12 ns         1.12 ns            4
std::string e      = "Test text"; auto c{e};_stddev                                                                0.016 ns        0.016 ns            4
std::string e      = "Test text"; auto c{e};_cv                                                                     1.42 %          1.42 %             4
std::string_view e = "Test text"; auto c{e};_mean                                                                  0.373 ns        0.373 ns            4
std::string_view e = "Test text"; auto c{e};_median                                                                0.372 ns        0.372 ns            4
std::string_view e = "Test text"; auto c{e};_stddev                                                                0.009 ns        0.009 ns            4
std::string_view e = "Test text"; auto c{e};_cv                                                                     2.47 %          2.47 %             4
ssa e              = "Test text"; auto c{e};_mean                                                                  0.368 ns        0.369 ns            4
ssa e              = "Test text"; auto c{e};_median                                                                0.368 ns        0.368 ns            4
ssa e              = "Test text"; auto c{e};_stddev                                                                0.005 ns        0.005 ns            4
ssa e              = "Test text"; auto c{e};_cv                                                                     1.26 %          1.26 %             4
stringa e          = "Test text"; auto c{e};_mean                                                                   1.10 ns         1.10 ns            4
stringa e          = "Test text"; auto c{e};_median                                                                 1.09 ns         1.09 ns            4
stringa e          = "Test text"; auto c{e};_stddev                                                                0.017 ns        0.017 ns            4
stringa e          = "Test text"; auto c{e};_cv                                                                     1.57 %          1.57 %             4
lstringa<20> e     = "Test text"; auto c{e};_mean                                                                   1.11 ns         1.11 ns            4
lstringa<20> e     = "Test text"; auto c{e};_median                                                                 1.10 ns         1.10 ns            4
lstringa<20> e     = "Test text"; auto c{e};_stddev                                                                0.026 ns        0.026 ns            4
lstringa<20> e     = "Test text"; auto c{e};_cv                                                                     2.39 %          2.39 %             4
lstringa<40> e     = "Test text"; auto c{e};_mean                                                                   1.82 ns         1.82 ns            4
lstringa<40> e     = "Test text"; auto c{e};_median                                                                 1.81 ns         1.81 ns            4
lstringa<40> e     = "Test text"; auto c{e};_stddev                                                                0.033 ns        0.033 ns            4
lstringa<40> e     = "Test text"; auto c{e};_cv                                                                     1.83 %          1.84 %             4
-----  Create copy of Str with 30 symbols ---------/repeats:1                                                      0.000 ns        0.000 ns   1000000000000
std::string e      = "123456789012345678901234567890"; auto c{e};_mean                                              24.0 ns         24.0 ns            4
std::string e      = "123456789012345678901234567890"; auto c{e};_median                                            23.3 ns         23.3 ns            4
std::string e      = "123456789012345678901234567890"; auto c{e};_stddev                                            1.44 ns         1.44 ns            4
std::string e      = "123456789012345678901234567890"; auto c{e};_cv                                                6.01 %          6.01 %             4
std::string_view e = "123456789012345678901234567890"; auto c{e};_mean                                             0.737 ns        0.737 ns            4
std::string_view e = "123456789012345678901234567890"; auto c{e};_median                                           0.736 ns        0.736 ns            4
std::string_view e = "123456789012345678901234567890"; auto c{e};_stddev                                           0.015 ns        0.015 ns            4
std::string_view e = "123456789012345678901234567890"; auto c{e};_cv                                                1.99 %          1.99 %             4
ssa e              = "123456789012345678901234567890"; auto c{e};_mean                                             0.372 ns        0.372 ns            4
ssa e              = "123456789012345678901234567890"; auto c{e};_median                                           0.368 ns        0.368 ns            4
ssa e              = "123456789012345678901234567890"; auto c{e};_stddev                                           0.012 ns        0.012 ns            4
ssa e              = "123456789012345678901234567890"; auto c{e};_cv                                                3.33 %          3.33 %             4
stringa e          = "123456789012345678901234567890"; auto c{e};_mean                                              1.12 ns         1.12 ns            4
stringa e          = "123456789012345678901234567890"; auto c{e};_median                                            1.10 ns         1.10 ns            4
stringa e          = "123456789012345678901234567890"; auto c{e};_stddev                                           0.049 ns        0.049 ns            4
stringa e          = "123456789012345678901234567890"; auto c{e};_cv                                                4.33 %          4.33 %             4
lstringa<20> e     = "123456789012345678901234567890"; auto c{e};_mean                                              18.2 ns         18.2 ns            4
lstringa<20> e     = "123456789012345678901234567890"; auto c{e};_median                                            18.2 ns         18.2 ns            4
lstringa<20> e     = "123456789012345678901234567890"; auto c{e};_stddev                                           0.408 ns        0.408 ns            4
lstringa<20> e     = "123456789012345678901234567890"; auto c{e};_cv                                                2.24 %          2.24 %             4
lstringa<40> e     = "123456789012345678901234567890"; auto c{e};_mean                                              5.02 ns         5.02 ns            4
lstringa<40> e     = "123456789012345678901234567890"; auto c{e};_median                                            5.00 ns         5.00 ns            4
lstringa<40> e     = "123456789012345678901234567890"; auto c{e};_stddev                                           0.037 ns        0.037 ns            4
lstringa<40> e     = "123456789012345678901234567890"; auto c{e};_cv                                                0.74 %          0.74 %             4
-----  Find 9 symbols text in end of 99 symbols text ---------/repeats:1                                           0.000 ns        0.000 ns   1000000000000
sz::string::find;_mean                                                                                              96.2 ns         96.2 ns            4
sz::string::find;_median                                                                                            95.5 ns         95.5 ns            4
sz::string::find;_stddev                                                                                            2.34 ns         2.34 ns            4
sz::string::find;_cv                                                                                                2.44 %          2.44 %             4
std::string::find;_mean                                                                                             7.46 ns         7.46 ns            4
std::string::find;_median                                                                                           7.45 ns         7.45 ns            4
std::string::find;_stddev                                                                                          0.118 ns        0.118 ns            4
std::string::find;_cv                                                                                               1.58 %          1.58 %             4
std::string_view::find;_mean                                                                                        7.13 ns         7.13 ns            4
std::string_view::find;_median                                                                                      7.09 ns         7.09 ns            4
std::string_view::find;_stddev                                                                                     0.140 ns        0.140 ns            4
std::string_view::find;_cv                                                                                          1.96 %          1.96 %             4
ssa::find;_mean                                                                                                     6.97 ns         6.97 ns            4
ssa::find;_median                                                                                                   6.95 ns         6.96 ns            4
ssa::find;_stddev                                                                                                  0.101 ns        0.101 ns            4
ssa::find;_cv                                                                                                       1.45 %          1.45 %             4
stringa::find;_mean                                                                                                 7.88 ns         7.88 ns            4
stringa::find;_median                                                                                               7.88 ns         7.88 ns            4
stringa::find;_stddev                                                                                              0.069 ns        0.069 ns            4
stringa::find;_cv                                                                                                   0.88 %          0.88 %             4
lstringa<20>::find;_mean                                                                                            6.73 ns         6.73 ns            4
lstringa<20>::find;_median                                                                                          6.72 ns         6.72 ns            4
lstringa<20>::find;_stddev                                                                                         0.117 ns        0.117 ns            4
lstringa<20>::find;_cv                                                                                              1.74 %          1.74 %             4
lstringa<40>::find;_mean                                                                                            6.79 ns         6.79 ns            4
lstringa<40>::find;_median                                                                                          6.79 ns         6.79 ns            4
lstringa<40>::find;_stddev                                                                                         0.155 ns        0.155 ns            4
lstringa<40>::find;_cv                                                                                              2.28 %          2.28 %             4
-------  Copy not literal Str with N symbols ---------/repeats:1                                                   0.000 ns        0.000 ns   1000000000000
std::string copy{str_with_len_N};/15_mean                                                                           1.17 ns         1.17 ns            4
