Benchmarks of simstr, version 1.6.7
Sources: https://github.com/orefkov/simstr
Results: https://orefkov.github.io/simstr/results.html
Run on (32 X 2513.96 MHz CPU s)
Chrome/143.0.0.0 webasm
--------------------------------------------------------------------------------------------------------------------------------------------------------
Benchmark                                                                                                              Time             CPU   Iterations
Concat stringa by StrExpr to stringa_mean                                                                            136 ns          136 ns            4
Concat stringa by StrExpr to stringa_median                                                                          137 ns          137 ns            4
Concat stringa by StrExpr to stringa_stddev                                                                         5.18 ns         5.19 ns            4
Concat stringa by StrExpr to stringa_cv                                                                             3.80 %          3.80 %             4
-----  Find three concatenated string in string_view -----/repeats:1                                               0.000 ns        0.000 ns   1000000000000
Find concat three std::string_mean                                                                                   542 ns          542 ns            4
Find concat three std::string_median                                                                                 538 ns          538 ns            4
Find concat three std::string_stddev                                                                                8.52 ns         8.52 ns            4
Find concat three std::string_cv                                                                                    1.57 %          1.57 %             4
Find concat three strexpr_mean                                                                                       294 ns          294 ns            4
Find concat three strexpr_median                                                                                     293 ns          293 ns            4
Find concat three strexpr_stddev                                                                                    6.47 ns         6.47 ns            4
Find concat three strexpr_cv                                                                                        2.20 %          2.20 %             4
Find concat three simstr_mean                                                                                        174 ns          174 ns            4
Find concat three simstr_median                                                                                      173 ns          173 ns            4
Find concat three simstr_stddev                                                                                     3.03 ns         3.03 ns            4
Find concat three simstr_cv                                                                                         1.74 %          1.74 %             4
Find concat three stringzilla string_mean                                                                            619 ns          619 ns            4
Find concat three stringzilla string_median                                                                          613 ns          613 ns            4
Find concat three stringzilla string_stddev                                                                         22.3 ns         22.3 ns            4
Find concat three stringzilla string_cv                                                                             3.60 %          3.60 %             4
-----  Build Type Name ---------/repeats:1                                                                         0.000 ns        0.000 ns   1000000000000
BuildTypeNameStr 0/0_mean                                                                                           27.4 ns         27.4 ns            4
BuildTypeNameStr 0/0_median                                                                                         27.7 ns         27.7 ns            4
BuildTypeNameStr 0/0_stddev                                                                                        0.735 ns        0.735 ns            4
BuildTypeNameStr 0/0_cv                                                                                             2.68 %          2.68 %             4
BuildTypeNameExp 0/0_mean                                                                                           28.9 ns         28.9 ns            4
BuildTypeNameExp 0/0_median                                                                                         28.5 ns         28.5 ns            4
BuildTypeNameExp 0/0_stddev                                                                                         1.31 ns         1.31 ns            4
BuildTypeNameExp 0/0_cv                                                                                             4.54 %          4.54 %             4
BuildTypeNameSim 0/0_mean                                                                                           38.4 ns         38.4 ns            4
BuildTypeNameSim 0/0_median                                                                                         38.4 ns         38.4 ns            4
BuildTypeNameSim 0/0_stddev                                                                                         1.05 ns         1.05 ns            4
BuildTypeNameSim 0/0_cv                                                                                             2.74 %          2.74 %             4
BuildTypeNameStr 10/10_mean                                                                                          652 ns          652 ns            4
BuildTypeNameStr 10/10_median                                                                                        648 ns          648 ns            4
BuildTypeNameStr 10/10_stddev                                                                                       17.3 ns         17.3 ns            4
BuildTypeNameStr 10/10_cv                                                                                           2.66 %          2.66 %             4
BuildTypeNameExp 10/10_mean                                                                                          196 ns          196 ns            4
BuildTypeNameExp 10/10_median                                                                                        195 ns          195 ns            4
BuildTypeNameExp 10/10_stddev                                                                                       3.78 ns         3.78 ns            4
BuildTypeNameExp 10/10_cv                                                                                           1.93 %          1.93 %             4
BuildTypeNameSim 10/10_mean                                                                                          141 ns          141 ns            4
BuildTypeNameSim 10/10_median                                                                                        142 ns          142 ns            4
BuildTypeNameSim 10/10_stddev                                                                                       6.43 ns         6.43 ns            4
BuildTypeNameSim 10/10_cv                                                                                           4.57 %          4.57 %             4
-----  Replace string by copy -----/repeats:1                                                                      0.000 ns        0.000 ns   1000000000000
Concat with replace str_mean                                                                                        1074 ns         1074 ns            4
Concat with replace str_median                                                                                      1069 ns         1069 ns            4
Concat with replace str_stddev                                                                                      33.7 ns         33.7 ns            4
Concat with replace str_cv                                                                                          3.13 %          3.13 %             4
Concat with replace exp_mean                                                                                         519 ns          519 ns            4
Concat with replace exp_median                                                                                       521 ns          521 ns            4
Concat with replace exp_stddev                                                                                      15.4 ns         15.4 ns            4
Concat with replace exp_cv                                                                                          2.97 %          2.97 %             4
-----  Create Empty Str ---------/repeats:1                                                                        0.000 ns        0.000 ns   1000000000000
std::string e;_mean                                                                                                 2.60 ns         2.60 ns            4
std::string e;_median                                                                                               2.56 ns         2.56 ns            4
std::string e;_stddev                                                                                              0.104 ns        0.104 ns            4
std::string e;_cv                                                                                                   4.00 %          4.00 %             4
std::string_view e;_mean                                                                                            2.15 ns         2.15 ns            4
std::string_view e;_median                                                                                          2.15 ns         2.15 ns            4
std::string_view e;_stddev                                                                                         0.014 ns        0.014 ns            4
std::string_view e;_cv                                                                                              0.65 %          0.65 %             4
ssa e;_mean                                                                                                         2.16 ns         2.16 ns            4
ssa e;_median                                                                                                       2.14 ns         2.14 ns            4
ssa e;_stddev                                                                                                      0.039 ns        0.039 ns            4
ssa e;_cv                                                                                                           1.81 %          1.81 %             4
stringa e;_mean                                                                                                     5.52 ns         5.52 ns            4
stringa e;_median                                                                                                   5.52 ns         5.52 ns            4
stringa e;_stddev                                                                                                  0.024 ns        0.024 ns            4
stringa e;_cv                                                                                                       0.43 %          0.43 %             4
lstringa<20> e;_mean                                                                                                9.16 ns         9.16 ns            4
lstringa<20> e;_median                                                                                              9.16 ns         9.16 ns            4
lstringa<20> e;_stddev                                                                                             0.026 ns        0.026 ns            4
lstringa<20> e;_cv                                                                                                  0.29 %          0.29 %             4
lstringa<40> e;_mean                                                                                                8.53 ns         8.53 ns            4
lstringa<40> e;_median                                                                                              8.53 ns         8.53 ns            4
lstringa<40> e;_stddev                                                                                             0.038 ns        0.038 ns            4
lstringa<40> e;_cv                                                                                                  0.44 %          0.44 %             4
-----  Create Str from short literal (9 symbols) --------/repeats:1                                                0.000 ns        0.000 ns   1000000000000
std::string e      = "Test text";_mean                                                                              10.4 ns         10.4 ns            4
std::string e      = "Test text";_median                                                                            10.3 ns         10.3 ns            4
std::string e      = "Test text";_stddev                                                                           0.030 ns        0.030 ns            4
std::string e      = "Test text";_cv                                                                                0.29 %          0.29 %             4
std::string_view e = "Test text";_mean                                                                              2.18 ns         2.18 ns            4
std::string_view e = "Test text";_median                                                                            2.18 ns         2.18 ns            4
std::string_view e = "Test text";_stddev                                                                           0.029 ns        0.029 ns            4
std::string_view e = "Test text";_cv                                                                                1.35 %          1.35 %             4
ssa e              = "Test text";_mean                                                                              2.17 ns         2.17 ns            4
ssa e              = "Test text";_median                                                                            2.17 ns         2.17 ns            4
ssa e              = "Test text";_stddev                                                                           0.023 ns        0.023 ns            4
ssa e              = "Test text";_cv                                                                                1.05 %          1.05 %             4
stringa e          = "Test text";_mean                                                                              8.30 ns         8.30 ns            4
stringa e          = "Test text";_median                                                                            8.29 ns         8.29 ns            4
stringa e          = "Test text";_stddev                                                                           0.036 ns        0.036 ns            4
stringa e          = "Test text";_cv                                                                                0.43 %          0.43 %             4
lstringa<20> e     = "Test text";_mean                                                                              3.89 ns         3.89 ns            4
lstringa<20> e     = "Test text";_median                                                                            3.90 ns         3.90 ns            4
lstringa<20> e     = "Test text";_stddev                                                                           0.043 ns        0.043 ns            4
lstringa<20> e     = "Test text";_cv                                                                                1.10 %          1.10 %             4
lstringa<40> e     = "Test text";_mean                                                                              3.93 ns         3.93 ns            4
lstringa<40> e     = "Test text";_median                                                                            3.91 ns         3.91 ns            4
lstringa<40> e     = "Test text";_stddev                                                                           0.054 ns        0.054 ns            4
lstringa<40> e     = "Test text";_cv                                                                                1.36 %          1.36 %             4
-----  Create Str from long literal (30 symbols) ---------/repeats:1                                               0.000 ns        0.000 ns   1000000000000
std::string e      = "123456789012345678901234567890";_mean                                                         68.6 ns         68.6 ns            4
std::string e      = "123456789012345678901234567890";_median                                                       68.9 ns         68.9 ns            4
std::string e      = "123456789012345678901234567890";_stddev                                                      0.993 ns        0.993 ns            4
std::string e      = "123456789012345678901234567890";_cv                                                           1.45 %          1.45 %             4
std::string_view e = "123456789012345678901234567890";_mean                                                         2.19 ns         2.19 ns            4
std::string_view e = "123456789012345678901234567890";_median                                                       2.18 ns         2.18 ns            4
std::string_view e = "123456789012345678901234567890";_stddev                                                      0.032 ns        0.032 ns            4
std::string_view e = "123456789012345678901234567890";_cv                                                           1.46 %          1.46 %             4
ssa e              = "123456789012345678901234567890";_mean                                                         2.18 ns         2.18 ns            4
ssa e              = "123456789012345678901234567890";_median                                                       2.18 ns         2.18 ns            4
ssa e              = "123456789012345678901234567890";_stddev                                                      0.015 ns        0.015 ns            4
ssa e              = "123456789012345678901234567890";_cv                                                           0.70 %          0.70 %             4
stringa e          = "123456789012345678901234567890";_mean                                                         8.30 ns         8.30 ns            4
stringa e          = "123456789012345678901234567890";_median                                                       8.30 ns         8.30 ns            4
stringa e          = "123456789012345678901234567890";_stddev                                                      0.035 ns        0.035 ns            4
stringa e          = "123456789012345678901234567890";_cv                                                           0.42 %          0.42 %             4
lstringa<20> e     = "123456789012345678901234567890";_mean                                                         68.6 ns         68.6 ns            4
lstringa<20> e     = "123456789012345678901234567890";_median                                                       68.5 ns         68.5 ns            4
lstringa<20> e     = "123456789012345678901234567890";_stddev                                                       1.62 ns         1.62 ns            4
lstringa<20> e     = "123456789012345678901234567890";_cv                                                           2.36 %          2.36 %             4
lstringa<40> e     = "123456789012345678901234567890";_mean                                                         11.4 ns         11.4 ns            4
lstringa<40> e     = "123456789012345678901234567890";_median                                                       11.5 ns         11.5 ns            4
lstringa<40> e     = "123456789012345678901234567890";_stddev                                                      0.078 ns        0.078 ns            4
lstringa<40> e     = "123456789012345678901234567890";_cv                                                           0.68 %          0.68 %             4
-----  Create copy of Str with 9 symbols ---------/repeats:1                                                       0.000 ns        0.000 ns   1000000000000
std::string e      = "Test text"; auto c{e};_mean                                                                   7.32 ns         7.32 ns            4
std::string e      = "Test text"; auto c{e};_median                                                                 7.33 ns         7.33 ns            4
std::string e      = "Test text"; auto c{e};_stddev                                                                0.088 ns        0.088 ns            4
std::string e      = "Test text"; auto c{e};_cv                                                                     1.21 %          1.21 %             4
std::string_view e = "Test text"; auto c{e};_mean                                                                   2.17 ns         2.17 ns            4
std::string_view e = "Test text"; auto c{e};_median                                                                 2.18 ns         2.18 ns            4
std::string_view e = "Test text"; auto c{e};_stddev                                                                0.020 ns        0.020 ns            4
std::string_view e = "Test text"; auto c{e};_cv                                                                     0.92 %          0.92 %             4
ssa e              = "Test text"; auto c{e};_mean                                                                   2.18 ns         2.18 ns            4
ssa e              = "Test text"; auto c{e};_median                                                                 2.18 ns         2.18 ns            4
ssa e              = "Test text"; auto c{e};_stddev                                                                0.008 ns        0.008 ns            4
ssa e              = "Test text"; auto c{e};_cv                                                                     0.35 %          0.35 %             4
stringa e          = "Test text"; auto c{e};_mean                                                                   6.33 ns         6.33 ns            4
stringa e          = "Test text"; auto c{e};_median                                                                 6.32 ns         6.32 ns            4
stringa e          = "Test text"; auto c{e};_stddev                                                                0.029 ns        0.029 ns            4
stringa e          = "Test text"; auto c{e};_cv                                                                     0.46 %          0.46 %             4
lstringa<20> e     = "Test text"; auto c{e};_mean                                                                   7.15 ns         7.15 ns            4
lstringa<20> e     = "Test text"; auto c{e};_median                                                                 7.15 ns         7.15 ns            4
lstringa<20> e     = "Test text"; auto c{e};_stddev                                                                0.104 ns        0.104 ns            4
lstringa<20> e     = "Test text"; auto c{e};_cv                                                                     1.45 %          1.45 %             4
lstringa<40> e     = "Test text"; auto c{e};_mean                                                                   7.33 ns         7.33 ns            4
lstringa<40> e     = "Test text"; auto c{e};_median                                                                 7.30 ns         7.30 ns            4
lstringa<40> e     = "Test text"; auto c{e};_stddev                                                                0.086 ns        0.086 ns            4
lstringa<40> e     = "Test text"; auto c{e};_cv                                                                     1.18 %          1.18 %             4
-----  Create copy of Str with 30 symbols ---------/repeats:1                                                      0.000 ns        0.000 ns   1000000000000
std::string e      = "123456789012345678901234567890"; auto c{e};_mean                                               120 ns          120 ns            4
std::string e      = "123456789012345678901234567890"; auto c{e};_median                                             121 ns          121 ns            4
std::string e      = "123456789012345678901234567890"; auto c{e};_stddev                                            3.63 ns         3.63 ns            4
std::string e      = "123456789012345678901234567890"; auto c{e};_cv                                                3.03 %          3.03 %             4
std::string_view e = "123456789012345678901234567890"; auto c{e};_mean                                              2.22 ns         2.22 ns            4
std::string_view e = "123456789012345678901234567890"; auto c{e};_median                                            2.22 ns         2.22 ns            4
std::string_view e = "123456789012345678901234567890"; auto c{e};_stddev                                           0.031 ns        0.031 ns            4
std::string_view e = "123456789012345678901234567890"; auto c{e};_cv                                                1.40 %          1.40 %             4
ssa e              = "123456789012345678901234567890"; auto c{e};_mean                                              2.16 ns         2.16 ns            4
ssa e              = "123456789012345678901234567890"; auto c{e};_median                                            2.15 ns         2.15 ns            4
ssa e              = "123456789012345678901234567890"; auto c{e};_stddev                                           0.021 ns        0.021 ns            4
ssa e              = "123456789012345678901234567890"; auto c{e};_cv                                                0.99 %          0.99 %             4
stringa e          = "123456789012345678901234567890"; auto c{e};_mean                                              8.35 ns         8.35 ns            4
stringa e          = "123456789012345678901234567890"; auto c{e};_median                                            8.34 ns         8.34 ns            4
stringa e          = "123456789012345678901234567890"; auto c{e};_stddev                                           0.052 ns        0.052 ns            4
stringa e          = "123456789012345678901234567890"; auto c{e};_cv                                                0.62 %          0.62 %             4
lstringa<20> e     = "123456789012345678901234567890"; auto c{e};_mean                                              67.2 ns         67.2 ns            4
lstringa<20> e     = "123456789012345678901234567890"; auto c{e};_median                                            66.8 ns         66.8 ns            4
lstringa<20> e     = "123456789012345678901234567890"; auto c{e};_stddev                                            2.44 ns         2.44 ns            4
lstringa<20> e     = "123456789012345678901234567890"; auto c{e};_cv                                                3.63 %          3.63 %             4
lstringa<40> e     = "123456789012345678901234567890"; auto c{e};_mean                                              19.7 ns         19.7 ns            4
lstringa<40> e     = "123456789012345678901234567890"; auto c{e};_median                                            19.9 ns         19.9 ns            4
lstringa<40> e     = "123456789012345678901234567890"; auto c{e};_stddev                                           0.518 ns        0.518 ns            4
lstringa<40> e     = "123456789012345678901234567890"; auto c{e};_cv                                                2.62 %          2.62 %             4
-----  Find 9 symbols text in end of 99 symbols text ---------/repeats:1                                           0.000 ns        0.000 ns   1000000000000
sz::string::find;_mean                                                                                               227 ns          227 ns            4
sz::string::find;_median                                                                                             227 ns          227 ns            4
sz::string::find;_stddev                                                                                            3.79 ns         3.79 ns            4
sz::string::find;_cv                                                                                                1.67 %          1.67 %             4
std::string::find;_mean                                                                                             99.1 ns         99.1 ns            4
std::string::find;_median                                                                                           99.5 ns         99.5 ns            4
std::string::find;_stddev                                                                                           1.42 ns         1.42 ns            4
std::string::find;_cv                                                                                               1.43 %          1.43 %             4
std::string_view::find;_mean                                                                                        97.5 ns         97.5 ns            4
std::string_view::find;_median                                                                                      96.6 ns         96.6 ns            4
std::string_view::find;_stddev                                                                                      2.75 ns         2.75 ns            4
std::string_view::find;_cv                                                                                          2.82 %          2.82 %             4
ssa::find;_mean                                                                                                     96.3 ns         96.3 ns            4
ssa::find;_median                                                                                                   96.6 ns         96.6 ns            4
ssa::find;_stddev                                                                                                   1.81 ns         1.81 ns            4
ssa::find;_cv                                                                                                       1.88 %          1.88 %             4
stringa::find;_mean                                                                                                 97.2 ns         97.2 ns            4
stringa::find;_median                                                                                               96.5 ns         96.5 ns            4
stringa::find;_stddev                                                                                               1.65 ns         1.65 ns            4
stringa::find;_cv                                                                                                   1.69 %          1.69 %             4
lstringa<20>::find;_mean                                                                                            97.6 ns         97.6 ns            4
lstringa<20>::find;_median                                                                                          97.6 ns         97.6 ns            4
lstringa<20>::find;_stddev                                                                                         0.528 ns        0.528 ns            4
lstringa<20>::find;_cv                                                                                              0.54 %          0.54 %             4
lstringa<40>::find;_mean                                                                                            96.0 ns         96.0 ns            4
lstringa<40>::find;_median                                                                                          96.1 ns         96.1 ns            4
lstringa<40>::find;_stddev                                                                                         0.872 ns        0.873 ns            4
lstringa<40>::find;_cv                                                                                              0.91 %          0.91 %             4
-------  Copy not literal Str with N symbols ---------/repeats:1                                                   0.000 ns        0.000 ns   1000000000000
std::string copy{str_with_len_N};/15_mean                                                                            125 ns          125 ns            4
std::string copy{str_with_len_N};/15_median                                                                          123 ns          123 ns            4
std::string copy{str_with_len_N};/15_stddev                                                                         8.82 ns         8.82 ns            4
std::string copy{str_with_len_N};/15_cv                                                                             7.08 %          7.08 %             4
std::string copy{str_with_len_N};/16_mean                                                                            123 ns          123 ns            4
std::string copy{str_with_len_N};/16_median                                                                          123 ns          123 ns            4
std::string copy{str_with_len_N};/16_stddev                                                                         4.16 ns         4.16 ns            4
std::string copy{str_with_len_N};/16_cv                                                                             3.39 %          3.39 %             4
std::string copy{str_with_len_N};/23_mean                                                                            128 ns          128 ns            4
std::string copy{str_with_len_N};/23_median                                                                          129 ns          129 ns            4
std::string copy{str_with_len_N};/23_stddev                                                                         3.91 ns         3.91 ns            4
std::string copy{str_with_len_N};/23_cv                                                                             3.06 %          3.06 %             4
std::string copy{str_with_len_N};/24_mean                                                                            120 ns          120 ns            4
std::string copy{str_with_len_N};/24_median                                                                          120 ns          120 ns            4
std::string copy{str_with_len_N};/24_stddev                                                                         2.92 ns         2.92 ns            4
std::string copy{str_with_len_N};/24_cv                                                                             2.43 %          2.43 %             4
std::string copy{str_with_len_N};/32_mean                                                                            128 ns          128 ns            4
