Benchmarks of simstr, version 1.8.1
Sources: https://github.com/orefkov/simstr
Results: https://orefkov.github.io/simstr/results.html
Compiler Clang 22.1.0
2026-03-22T14:13:24+03:00
Running benchStr.exe
Run on (32 X 2494 MHz CPU s)
CPU Caches:
  L1 Data 32 KiB (x16)
  L1 Instruction 32 KiB (x16)
  L2 Unified 256 KiB (x16)
  L3 Unified 40960 KiB (x1)
--------------------------------------------------------------------------------------------------------------------------------------------------------
Benchmark                                                                                                              Time             CPU   Iterations
Concat std::string by std to std::string_mean                                                                       42.2 ns         42.2 ns            4
Concat std::string by std to std::string_median                                                                     41.7 ns         42.2 ns            4
Concat std::string by std to std::string_stddev                                                                     1.16 ns         1.17 ns            4
Concat std::string by std to std::string_cv                                                                         2.76 %          2.78 %             4
Concat std::string by StrExpr to std::string_mean                                                                   39.3 ns         39.5 ns            4
Concat std::string by StrExpr to std::string_median                                                                 39.4 ns         39.2 ns            4
Concat std::string by StrExpr to std::string_stddev                                                                0.441 ns        0.436 ns            4
Concat std::string by StrExpr to std::string_cv                                                                     1.12 %          1.10 %             4
Concat stringa by StrExpr to stringa_mean                                                                           30.6 ns         30.2 ns            4
Concat stringa by StrExpr to stringa_median                                                                         30.5 ns         30.0 ns            4
Concat stringa by StrExpr to stringa_stddev                                                                        0.672 ns        0.349 ns            4
Concat stringa by StrExpr to stringa_cv                                                                             2.20 %          1.16 %             4
-----  Find three concatenated string in string_view -----/repeats:1                                               0.000 ns        0.000 ns   1000000000000
Find concat three std::string_mean                                                                                   206 ns          204 ns            4
Find concat three std::string_median                                                                                 206 ns          204 ns            4
Find concat three std::string_stddev                                                                                2.29 ns         5.24 ns            4
Find concat three std::string_cv                                                                                    1.11 %          2.57 %             4
Find concat three strexpr_mean                                                                                       113 ns          112 ns            4
Find concat three strexpr_median                                                                                     112 ns          113 ns            4
Find concat three strexpr_stddev                                                                                    3.29 ns         2.67 ns            4
Find concat three strexpr_cv                                                                                        2.92 %          2.38 %             4
Find concat three simstr_mean                                                                                       21.2 ns         21.2 ns            4
Find concat three simstr_median                                                                                     21.0 ns         21.1 ns            4
Find concat three simstr_stddev                                                                                    0.696 ns        0.774 ns            4
Find concat three simstr_cv                                                                                         3.29 %          3.65 %             4
Find concat three stringzilla string_mean                                                                            215 ns          215 ns            4
Find concat three stringzilla string_median                                                                          215 ns          215 ns            4
Find concat three stringzilla string_stddev                                                                         1.86 ns         3.99 ns            4
Find concat three stringzilla string_cv                                                                             0.86 %          1.86 %             4
-----  Build Type Name ---------/repeats:1                                                                         0.000 ns        0.000 ns   1000000000000
BuildTypeNameStr 0/0_mean                                                                                           8.34 ns         8.37 ns            4
BuildTypeNameStr 0/0_median                                                                                         8.34 ns         8.37 ns            4
BuildTypeNameStr 0/0_stddev                                                                                        0.055 ns        0.000 ns            4
BuildTypeNameStr 0/0_cv                                                                                             0.66 %          0.00 %             4
BuildTypeNameExp 0/0_mean                                                                                           7.67 ns         7.59 ns            4
BuildTypeNameExp 0/0_median                                                                                         7.68 ns         7.59 ns            4
BuildTypeNameExp 0/0_stddev                                                                                        0.232 ns        0.225 ns            4
BuildTypeNameExp 0/0_cv                                                                                             3.03 %          2.97 %             4
BuildTypeNameSim 0/0_mean                                                                                           7.90 ns         7.85 ns            4
BuildTypeNameSim 0/0_median                                                                                         7.83 ns         7.76 ns            4
BuildTypeNameSim 0/0_stddev                                                                                        0.149 ns        0.247 ns            4
BuildTypeNameSim 0/0_cv                                                                                             1.89 %          3.14 %             4
BuildTypeNameStr 10/10_mean                                                                                         79.5 ns         79.8 ns            4
BuildTypeNameStr 10/10_median                                                                                       79.5 ns         79.3 ns            4
BuildTypeNameStr 10/10_stddev                                                                                       2.19 ns         1.67 ns            4
BuildTypeNameStr 10/10_cv                                                                                           2.75 %          2.09 %             4
BuildTypeNameExp 10/10_mean                                                                                         33.1 ns         33.1 ns            4
BuildTypeNameExp 10/10_median                                                                                       32.9 ns         33.0 ns            4
BuildTypeNameExp 10/10_stddev                                                                                      0.775 ns        0.922 ns            4
BuildTypeNameExp 10/10_cv                                                                                           2.34 %          2.78 %             4
BuildTypeNameSim 10/10_mean                                                                                         25.2 ns         25.2 ns            4
BuildTypeNameSim 10/10_median                                                                                       25.2 ns         25.2 ns            4
BuildTypeNameSim 10/10_stddev                                                                                      0.364 ns        0.342 ns            4
BuildTypeNameSim 10/10_cv                                                                                           1.45 %          1.36 %             4
-----  Replace string by copy -----/repeats:1                                                                      0.000 ns        0.000 ns   1000000000000
Concat with replace str_mean                                                                                         315 ns          312 ns            4
Concat with replace str_median                                                                                       314 ns          314 ns            4
Concat with replace str_stddev                                                                                      5.64 ns         3.49 ns            4
Concat with replace str_cv                                                                                          1.79 %          1.12 %             4
Concat with replace exp_mean                                                                                         220 ns          220 ns            4
Concat with replace exp_median                                                                                       219 ns          222 ns            4
Concat with replace exp_stddev                                                                                      6.89 ns         6.91 ns            4
Concat with replace exp_cv                                                                                          3.13 %          3.14 %             4
-----  Create Empty Str ---------/repeats:1                                                                        0.000 ns        0.000 ns   1000000000000
std::string e;_mean                                                                                                 1.12 ns         1.12 ns            4
std::string e;_median                                                                                               1.12 ns         1.12 ns            4
std::string e;_stddev                                                                                              0.012 ns        0.012 ns            4
std::string e;_cv                                                                                                   1.11 %          1.09 %             4
std::string_view e;_mean                                                                                           0.369 ns        0.369 ns            4
std::string_view e;_median                                                                                         0.369 ns        0.369 ns            4
std::string_view e;_stddev                                                                                         0.002 ns        0.000 ns            4
std::string_view e;_cv                                                                                              0.66 %          0.00 %             4
ssa e;_mean                                                                                                        0.362 ns        0.359 ns            4
ssa e;_median                                                                                                      0.363 ns        0.361 ns            4
ssa e;_stddev                                                                                                      0.003 ns        0.004 ns            4
ssa e;_cv                                                                                                           0.91 %          1.12 %             4
stringa e;_mean                                                                                                    0.745 ns        0.746 ns            4
stringa e;_median                                                                                                  0.744 ns        0.746 ns            4
stringa e;_stddev                                                                                                  0.004 ns        0.008 ns            4
stringa e;_cv                                                                                                       0.54 %          1.08 %             4
lstringa<20> e;_mean                                                                                                1.10 ns         1.09 ns            4
lstringa<20> e;_median                                                                                              1.10 ns         1.09 ns            4
lstringa<20> e;_stddev                                                                                             0.015 ns        0.023 ns            4
lstringa<20> e;_cv                                                                                                  1.36 %          2.14 %             4
lstringa<40> e;_mean                                                                                                1.11 ns         1.10 ns            4
lstringa<40> e;_median                                                                                              1.11 ns         1.10 ns            4
lstringa<40> e;_stddev                                                                                             0.015 ns        0.016 ns            4
lstringa<40> e;_cv                                                                                                  1.33 %          1.46 %             4
-----  Create Str from short literal (9 symbols) --------/repeats:1                                                0.000 ns        0.000 ns   1000000000000
std::string e      = "Test text";_mean                                                                              1.84 ns         1.82 ns            4
std::string e      = "Test text";_median                                                                            1.85 ns         1.82 ns            4
std::string e      = "Test text";_stddev                                                                           0.023 ns        0.024 ns            4
std::string e      = "Test text";_cv                                                                                1.27 %          1.33 %             4
std::string_view e = "Test text";_mean                                                                             0.741 ns        0.743 ns            4
std::string_view e = "Test text";_median                                                                           0.741 ns        0.746 ns            4
std::string_view e = "Test text";_stddev                                                                           0.009 ns        0.013 ns            4
std::string_view e = "Test text";_cv                                                                                1.25 %          1.80 %             4
ssa e              = "Test text";_mean                                                                             0.369 ns        0.367 ns            4
ssa e              = "Test text";_median                                                                           0.368 ns        0.369 ns            4
ssa e              = "Test text";_stddev                                                                           0.008 ns        0.004 ns            4
ssa e              = "Test text";_cv                                                                                2.15 %          1.09 %             4
stringa e          = "Test text";_mean                                                                              1.11 ns         1.11 ns            4
stringa e          = "Test text";_median                                                                            1.11 ns         1.11 ns            4
stringa e          = "Test text";_stddev                                                                           0.011 ns        0.014 ns            4
stringa e          = "Test text";_cv                                                                                1.02 %          1.27 %             4
lstringa<20> e     = "Test text";_mean                                                                              1.84 ns         1.82 ns            4
lstringa<20> e     = "Test text";_median                                                                            1.85 ns         1.80 ns            4
lstringa<20> e     = "Test text";_stddev                                                                           0.028 ns        0.042 ns            4
lstringa<20> e     = "Test text";_cv                                                                                1.55 %          2.30 %             4
lstringa<40> e     = "Test text";_mean                                                                              1.85 ns         1.82 ns            4
lstringa<40> e     = "Test text";_median                                                                            1.83 ns         1.79 ns            4
lstringa<40> e     = "Test text";_stddev                                                                           0.063 ns        0.086 ns            4
lstringa<40> e     = "Test text";_cv                                                                                3.39 %          4.70 %             4
-----  Create Str from long literal (30 symbols) ---------/repeats:1                                               0.000 ns        0.000 ns   1000000000000
std::string e      = "123456789012345678901234567890";_mean                                                         73.9 ns         73.7 ns            4
std::string e      = "123456789012345678901234567890";_median                                                       74.4 ns         74.1 ns            4
std::string e      = "123456789012345678901234567890";_stddev                                                      0.956 ns         1.67 ns            4
std::string e      = "123456789012345678901234567890";_cv                                                           1.29 %          2.27 %             4
std::string_view e = "123456789012345678901234567890";_mean                                                        0.736 ns        0.736 ns            4
std::string_view e = "123456789012345678901234567890";_median                                                      0.735 ns        0.739 ns            4
std::string_view e = "123456789012345678901234567890";_stddev                                                      0.009 ns        0.007 ns            4
std::string_view e = "123456789012345678901234567890";_cv                                                           1.22 %          0.95 %             4
ssa e              = "123456789012345678901234567890";_mean                                                        0.369 ns        0.369 ns            4
ssa e              = "123456789012345678901234567890";_median                                                      0.369 ns        0.369 ns            4
ssa e              = "123456789012345678901234567890";_stddev                                                      0.004 ns        0.007 ns            4
ssa e              = "123456789012345678901234567890";_cv                                                           1.03 %          1.77 %             4
stringa e          = "123456789012345678901234567890";_mean                                                         1.11 ns         1.11 ns            4
stringa e          = "123456789012345678901234567890";_median                                                       1.11 ns         1.11 ns            4
stringa e          = "123456789012345678901234567890";_stddev                                                      0.010 ns        0.014 ns            4
stringa e          = "123456789012345678901234567890";_cv                                                           0.93 %          1.27 %             4
lstringa<20> e     = "123456789012345678901234567890";_mean                                                         73.1 ns         73.2 ns            4
lstringa<20> e     = "123456789012345678901234567890";_median                                                       72.7 ns         73.2 ns            4
lstringa<20> e     = "123456789012345678901234567890";_stddev                                                       1.20 ns         1.42 ns            4
lstringa<20> e     = "123456789012345678901234567890";_cv                                                           1.64 %          1.94 %             4
lstringa<40> e     = "123456789012345678901234567890";_mean                                                         2.56 ns         2.55 ns            4
lstringa<40> e     = "123456789012345678901234567890";_median                                                       2.56 ns         2.57 ns            4
lstringa<40> e     = "123456789012345678901234567890";_stddev                                                      0.031 ns        0.028 ns            4
lstringa<40> e     = "123456789012345678901234567890";_cv                                                           1.22 %          1.09 %             4
-----  Create copy of Str with 9 symbols ---------/repeats:1                                                       0.000 ns        0.000 ns   1000000000000
std::string e      = "Test text"; auto c{e};_mean                                                                   1.84 ns         1.83 ns            4
std::string e      = "Test text"; auto c{e};_median                                                                 1.84 ns         1.82 ns            4
std::string e      = "Test text"; auto c{e};_stddev                                                                0.028 ns        0.040 ns            4
std::string e      = "Test text"; auto c{e};_cv                                                                     1.53 %          2.19 %             4
std::string_view e = "Test text"; auto c{e};_mean                                                                  0.373 ns        0.371 ns            4
std::string_view e = "Test text"; auto c{e};_median                                                                0.373 ns        0.373 ns            4
std::string_view e = "Test text"; auto c{e};_stddev                                                                0.001 ns        0.008 ns            4
std::string_view e = "Test text"; auto c{e};_cv                                                                     0.38 %          2.07 %             4
ssa e              = "Test text"; auto c{e};_mean                                                                  0.380 ns        0.377 ns            4
ssa e              = "Test text"; auto c{e};_median                                                                0.380 ns        0.377 ns            4
ssa e              = "Test text"; auto c{e};_stddev                                                                0.006 ns        0.007 ns            4
ssa e              = "Test text"; auto c{e};_cv                                                                     1.71 %          1.74 %             4
stringa e          = "Test text"; auto c{e};_mean                                                                   1.10 ns         1.10 ns            4
stringa e          = "Test text"; auto c{e};_median                                                                 1.10 ns         1.10 ns            4
stringa e          = "Test text"; auto c{e};_stddev                                                                0.011 ns        0.000 ns            4
stringa e          = "Test text"; auto c{e};_cv                                                                     0.99 %          0.00 %             4
lstringa<20> e     = "Test text"; auto c{e};_mean                                                                   1.12 ns         1.10 ns            4
lstringa<20> e     = "Test text"; auto c{e};_median                                                                 1.12 ns         1.10 ns            4
lstringa<20> e     = "Test text"; auto c{e};_stddev                                                                0.026 ns        0.031 ns            4
lstringa<20> e     = "Test text"; auto c{e};_cv                                                                     2.34 %          2.78 %             4
lstringa<40> e     = "Test text"; auto c{e};_mean                                                                   1.11 ns         1.11 ns            4
lstringa<40> e     = "Test text"; auto c{e};_median                                                                 1.11 ns         1.11 ns            4
lstringa<40> e     = "Test text"; auto c{e};_stddev                                                                0.017 ns        0.032 ns            4
lstringa<40> e     = "Test text"; auto c{e};_cv                                                                     1.49 %          2.84 %             4
-----  Create copy of Str with 30 symbols ---------/repeats:1                                                      0.000 ns        0.000 ns   1000000000000
std::string e      = "123456789012345678901234567890"; auto c{e};_mean                                              78.0 ns         77.6 ns            4
std::string e      = "123456789012345678901234567890"; auto c{e};_median                                            78.1 ns         77.6 ns            4
std::string e      = "123456789012345678901234567890"; auto c{e};_stddev                                            2.07 ns         2.25 ns            4
std::string e      = "123456789012345678901234567890"; auto c{e};_cv                                                2.66 %          2.90 %             4
std::string_view e = "123456789012345678901234567890"; auto c{e};_mean                                             0.734 ns        0.732 ns            4
std::string_view e = "123456789012345678901234567890"; auto c{e};_median                                           0.736 ns        0.732 ns            4
std::string_view e = "123456789012345678901234567890"; auto c{e};_stddev                                           0.005 ns        0.008 ns            4
std::string_view e = "123456789012345678901234567890"; auto c{e};_cv                                                0.70 %          1.10 %             4
ssa e              = "123456789012345678901234567890"; auto c{e};_mean                                             0.377 ns        0.368 ns            4
ssa e              = "123456789012345678901234567890"; auto c{e};_median                                           0.373 ns        0.366 ns            4
ssa e              = "123456789012345678901234567890"; auto c{e};_stddev                                           0.011 ns        0.004 ns            4
ssa e              = "123456789012345678901234567890"; auto c{e};_cv                                                2.90 %          1.18 %             4
stringa e          = "123456789012345678901234567890"; auto c{e};_mean                                              1.12 ns         1.12 ns            4
stringa e          = "123456789012345678901234567890"; auto c{e};_median                                            1.11 ns         1.12 ns            4
stringa e          = "123456789012345678901234567890"; auto c{e};_stddev                                           0.009 ns        0.012 ns            4
stringa e          = "123456789012345678901234567890"; auto c{e};_cv                                                0.82 %          1.09 %             4
lstringa<20> e     = "123456789012345678901234567890"; auto c{e};_mean                                              72.6 ns         72.4 ns            4
lstringa<20> e     = "123456789012345678901234567890"; auto c{e};_median                                            73.0 ns         72.4 ns            4
lstringa<20> e     = "123456789012345678901234567890"; auto c{e};_stddev                                            2.07 ns         2.25 ns            4
lstringa<20> e     = "123456789012345678901234567890"; auto c{e};_cv                                                2.85 %          3.11 %             4
lstringa<40> e     = "123456789012345678901234567890"; auto c{e};_mean                                              5.42 ns         5.43 ns            4
lstringa<40> e     = "123456789012345678901234567890"; auto c{e};_median                                            5.44 ns         5.39 ns            4
lstringa<40> e     = "123456789012345678901234567890"; auto c{e};_stddev                                           0.101 ns        0.150 ns            4
lstringa<40> e     = "123456789012345678901234567890"; auto c{e};_cv                                                1.87 %          2.76 %             4
-----  Find 9 symbols text in end of 99 symbols text ---------/repeats:1                                           0.000 ns        0.000 ns   1000000000000
sz::string::find;_mean                                                                                              94.8 ns         94.2 ns            4
sz::string::find;_median                                                                                            94.3 ns         94.2 ns            4
sz::string::find;_stddev                                                                                            1.19 ns        0.000 ns            4
sz::string::find;_cv                                                                                                1.26 %          0.00 %             4
std::string::find;_mean                                                                                             40.2 ns         40.1 ns            4
std::string::find;_median                                                                                           40.0 ns         40.4 ns            4
std::string::find;_stddev                                                                                          0.608 ns        0.868 ns            4
std::string::find;_cv                                                                                               1.51 %          2.16 %             4
std::string_view::find;_mean                                                                                        39.3 ns         39.2 ns            4
std::string_view::find;_median                                                                                      39.2 ns         39.0 ns            4
std::string_view::find;_stddev                                                                                     0.443 ns        0.453 ns            4
std::string_view::find;_cv                                                                                          1.13 %          1.16 %             4
ssa::find;_mean                                                                                                     18.7 ns         18.7 ns            4
ssa::find;_median                                                                                                   18.5 ns         18.6 ns            4
ssa::find;_stddev                                                                                                  0.479 ns        0.401 ns            4
ssa::find;_cv                                                                                                       2.57 %          2.14 %             4
stringa::find;_mean                                                                                                 19.6 ns         19.5 ns            4
stringa::find;_median                                                                                               19.8 ns         19.5 ns            4
stringa::find;_stddev                                                                                              0.421 ns        0.524 ns            4
stringa::find;_cv                                                                                                   2.15 %          2.69 %             4
lstringa<20>::find;_mean                                                                                            18.0 ns         17.9 ns            4
lstringa<20>::find;_median                                                                                          18.1 ns         18.0 ns            4
lstringa<20>::find;_stddev                                                                                         0.262 ns        0.209 ns            4
lstringa<20>::find;_cv                                                                                              1.45 %          1.17 %             4
lstringa<40>::find;_mean                                                                                            18.5 ns         18.5 ns            4
lstringa<40>::find;_median                                                                                          18.4 ns         18.6 ns            4
lstringa<40>::find;_stddev                                                                                         0.343 ns        0.227 ns            4
lstringa<40>::find;_cv                                                                                              1.85 %          1.23 %             4
-------  Copy not literal Str with N symbols ---------/repeats:1                                                   0.000 ns        0.000 ns   1000000000000
std::string copy{str_with_len_N};/15_mean                                                                           1.83 ns         1.82 ns            4
std::string copy{str_with_len_N};/15_median                                                                         1.83 ns         1.84 ns            4
std::string copy{str_with_len_N};/15_stddev                                                                        0.018 ns        0.043 ns            4
std::string copy{str_with_len_N};/15_cv                                                                             0.98 %          2.38 %             4
